Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
2018Q2,S08000020,S08000025,,All Cancer Types,d,1,,1,
2018Q2,S08000020,S08000026,,All Cancer Types,d,1,,1,
2018Q2,S08000022,S08000020,,All Cancer Types,d,13,,10,
2018Q2,S08000022,S08000022,,All Cancer Types,d,318,,297,
2018Q2,S08000022,S08000024,,All Cancer Types,d,1,,0,
2018Q2,S08000022,S08000028,,All Cancer Types,d,2,,2,
2018Q2,S08000022,S08000030,,All Cancer Types,d,4,,4,
2018Q2,S08000022,S08000031,,All Cancer Types,d,2,,2,
2018Q2,S08000022,SB0801,,All Cancer Types,d,9,,9,
2018Q2,S08000024,S08000024,,All Cancer Types,d,841,,787,
2018Q2,S08000024,S08000029,,All Cancer Types,d,3,,3,
2018Q2,S08000025,S08000020,,All Cancer Types,d,9,,9,
2018Q2,S08000025,S08000025,,All Cancer Types,d,2,,2,
2018Q2,S08000026,S08000020,,All Cancer Types,d,12,,12,
2018Q2,S08000026,S08000026,,All Cancer Types,d,12,,12,
2018Q2,S08000028,S08000022,,All Cancer Types,d,9,,9,
2018Q2,S08000028,S08000028,,All Cancer Types,d,8,,8,
2018Q2,S08000028,S08000031,,All Cancer Types,d,3,,3,
2018Q2,S08000028,SB0801,,All Cancer Types,d,2,,2,
2018Q2,S08000029,S08000024,,All Cancer Types,d,77,,68,
2018Q2,S08000029,S08000029,,All Cancer Types,d,302,,290,
2018Q2,S08000029,S08000030,,All Cancer Types,d,10,,6,
2018Q2,S08000030,S08000020,,All Cancer Types,d,5,,5,
2018Q2,S08000030,S08000024,,All Cancer Types,d,15,,10,
2018Q2,S08000030,S08000030,,All Cancer Types,d,500,,479,
2018Q2,S08000031,S08000019,,All Cancer Types,d,2,,2,
2018Q2,S08000031,S08000024,,All Cancer Types,d,2,,2,
2018Q2,S08000031,S08000029,,All Cancer Types,d,1,,1,
2018Q2,S08000031,S08000031,,All Cancer Types,d,1486,,1399,
2018Q2,S08000031,S08000032,,All Cancer Types,d,29,,29,
2018Q2,S08000031,SB0801,,All Cancer Types,d,45,,45,
2018Q2,S08000032,S08000031,,All Cancer Types,d,90,,88,
2018Q2,S08000032,S08000032,,All Cancer Types,d,490,,485,
2018Q2,S08000032,SB0801,,All Cancer Types,d,21,,21,
2018Q3,S08000015,S08000015,,All Cancer Types,d,335,,332,
2018Q3,S08000015,S08000017,,All Cancer Types,d,1,,1,
2018Q3,S08000015,S08000024,,All Cancer Types,d,1,,1,
2018Q3,S08000015,S08000031,,All Cancer Types,d,44,,43,
2018Q3,S08000015,SB0801,,All Cancer Types,d,11,,11,
2018Q3,S08000016,S08000016,,All Cancer Types,d,106,,106,
2018Q3,S08000016,S08000024,,All Cancer Types,d,27,,24,
2018Q3,S08000017,S08000015,,All Cancer Types,d,1,,1,
2018Q3,S08000017,S08000017,,All Cancer Types,d,157,,149,
2018Q3,S08000017,S08000024,,All Cancer Types,d,44,,35,
2018Q3,S08000017,S08000031,,All Cancer Types,d,2,,2,
2018Q3,S08000017,SB0801,,All Cancer Types,d,7,,7,
2018Q3,S08000019,S08000019,,All Cancer Types,d,330,,319,
2018Q3,S08000019,S08000024,,All Cancer Types,d,3,,3,
2018Q3,S08000019,S08000031,,All Cancer Types,d,57,,44,
2018Q3,S08000019,S08000032,,All Cancer Types,d,6,,6,
2018Q3,S08000019,SB0801,,All Cancer Types,d,10,,10,
2018Q3,S08000020,S08000020,,All Cancer Types,d,628,,571,
2018Q3,S08000020,S08000022,,All Cancer Types,d,1,,1,
2018Q3,S08000020,S08000026,,All Cancer Types,d,6,,6,
2018Q3,S08000022,S08000020,,All Cancer Types,d,3,,3,
2018Q3,S08000022,S08000022,,All Cancer Types,d,315,,298,
2018Q3,S08000022,S08000024,,All Cancer Types,d,5,,4,
2018Q3,S08000022,S08000028,,All Cancer Types,d,2,,2,
2018Q3,S08000022,S08000030,,All Cancer Types,d,2,,2,
2018Q3,S08000022,S08000031,,All Cancer Types,d,8,,8,
2018Q3,S08000022,SB0801,,All Cancer Types,d,9,,9,
2018Q3,S08000024,S08000019,,All Cancer Types,d,1,,1,
2018Q3,S08000024,S08000024,,All Cancer Types,d,884,,841,
2018Q3,S08000024,S08000029,,All Cancer Types,d,1,,1,
2018Q3,S08000025,S08000020,,All Cancer Types,d,4,,3,
2018Q3,S08000025,S08000022,,All Cancer Types,d,1,,1,
2018Q3,S08000025,S08000025,,All Cancer Types,d,6,,6,
2018Q3,S08000026,S08000020,,All Cancer Types,d,8,,5,
2018Q3,S08000026,S08000026,,All Cancer Types,d,11,,11,
2018Q3,S08000028,S08000022,,All Cancer Types,d,11,,9,
2018Q3,S08000028,S08000028,,All Cancer Types,d,11,,11,
2018Q3,S08000028,S08000031,,All Cancer Types,d,3,,2,
2018Q3,S08000028,SB0801,,All Cancer Types,d,2,,2,
2018Q3,S08000029,S08000024,,All Cancer Types,d,86,,83,
2018Q3,S08000029,S08000029,,All Cancer Types,d,333,,318,
2018Q3,S08000029,S08000030,,All Cancer Types,d,15,,13,
2018Q3,S08000030,S08000024,,All Cancer Types,d,13,,12,
2018Q3,S08000030,S08000030,,All Cancer Types,d,479,,451,
2018Q3,S08000031,S08000022,,All Cancer Types,d,2,,2,
2018Q3,S08000031,S08000024,,All Cancer Types,d,3,,2,
2018Q3,S08000031,S08000031,,All Cancer Types,d,1608,,1535,
2018Q3,S08000031,S08000032,,All Cancer Types,d,27,,27,
2018Q3,S08000031,SB0801,,All Cancer Types,d,66,,66,
2018Q3,S08000032,S08000031,,All Cancer Types,d,75,,72,
2018Q3,S08000032,S08000032,,All Cancer Types,d,483,,479,
2018Q3,S08000032,SB0801,,All Cancer Types,d,23,,22,
2018Q4,S08000015,S08000015,,All Cancer Types,d,365,,363,
2018Q4,S08000015,S08000017,,All Cancer Types,d,1,,1,
2018Q4,S08000015,S08000024,,All Cancer Types,d,1,,1,
2018Q4,S08000015,S08000031,,All Cancer Types,d,52,,52,
2018Q4,S08000015,SB0801,,All Cancer Types,d,10,,10,
2018Q4,S08000016,S08000016,,All Cancer Types,d,88,,88,
2018Q4,S08000016,S08000024,,All Cancer Types,d,34,,31,
2018Q4,S08000017,S08000017,,All Cancer Types,d,177,,174,
2018Q4,S08000017,S08000024,,All Cancer Types,d,45,,43,
2018Q4,S08000017,S08000031,,All Cancer Types,d,3,,3,
2018Q4,S08000017,SB0801,,All Cancer Types,d,3,,3,
2018Q4,S08000019,S08000019,,All Cancer Types,d,283,,268,
2018Q4,S08000019,S08000024,,All Cancer Types,d,3,,3,
2018Q4,S08000019,S08000031,,All Cancer Types,d,48,,41,
2018Q4,S08000019,S08000032,,All Cancer Types,d,1,,1,
2018Q4,S08000019,SB0801,,All Cancer Types,d,4,,4,
2018Q4,S08000020,S08000020,,All Cancer Types,d,711,,647,
2018Q4,S08000020,S08000022,,All Cancer Types,d,1,,1,
2018Q4,S08000020,S08000024,,All Cancer Types,d,1,,1,
2018Q4,S08000020,S08000026,,All Cancer Types,d,1,,1,
2018Q4,S08000022,S08000020,,All Cancer Types,d,6,,2,
2018Q4,S08000022,S08000022,,All Cancer Types,d,316,,301,
2018Q4,S08000022,S08000028,,All Cancer Types,d,1,,1,
2018Q4,S08000022,S08000030,,All Cancer Types,d,1,,1,
2018Q4,S08000022,S08000031,,All Cancer Types,d,7,,7,
2018Q4,S08000022,SB0801,,All Cancer Types,d,11,,11,
2018Q4,S08000024,S08000019,,All Cancer Types,d,1,,1,
2018Q4,S08000024,S08000024,,All Cancer Types,d,947,,911,
2018Q4,S08000024,S08000029,,All Cancer Types,d,1,,1,
2018Q4,S08000025,S08000020,,All Cancer Types,d,9,,7,
2018Q4,S08000025,S08000025,,All Cancer Types,d,9,,8,
2018Q4,S08000026,S08000020,,All Cancer Types,d,6,,5,
2018Q4,S08000026,S08000026,,All Cancer Types,d,22,,21,
2018Q4,S08000028,S08000022,,All Cancer Types,d,11,,8,
2018Q4,S08000028,S08000028,,All Cancer Types,d,7,,7,
2018Q4,S08000028,S08000031,,All Cancer Types,d,3,,3,
2018Q4,S08000028,SB0801,,All Cancer Types,d,3,,3,
2018Q4,S08000029,S08000024,,All Cancer Types,d,66,,61,
2018Q4,S08000029,S08000029,,All Cancer Types,d,339,,324,
2018Q4,S08000029,S08000030,,All Cancer Types,d,9,,9,
2018Q4,S08000030,S08000020,,All Cancer Types,d,2,,1,
2018Q4,S08000030,S08000024,,All Cancer Types,d,17,,14,
2018Q4,S08000030,S08000030,,All Cancer Types,d,512,,466,
2018Q4,S08000031,S08000024,,All Cancer Types,d,1,,1,
2018Q4,S08000031,S08000030,,All Cancer Types,d,1,,1,
2018Q4,S08000031,S08000031,,All Cancer Types,d,1618,,1529,
2018Q4,S08000031,S08000032,,All Cancer Types,d,47,,44,
2018Q4,S08000031,SB0801,,All Cancer Types,d,34,,34,
2018Q4,S08000032,S08000024,,All Cancer Types,d,2,,2,
2018Q4,S08000032,S08000031,,All Cancer Types,d,116,,109,
2018Q4,S08000032,S08000032,,All Cancer Types,d,471,,469,
2018Q4,S08000032,SB0801,,All Cancer Types,d,24,,24,
2019Q1,S08000015,S08000015,,All Cancer Types,d,344,,338,
2019Q1,S08000015,S08000017,,All Cancer Types,d,1,,1,
2019Q1,S08000015,S08000031,,All Cancer Types,d,41,,40,
2019Q1,S08000015,SB0801,,All Cancer Types,d,5,,5,
2019Q1,S08000016,S08000016,,All Cancer Types,d,102,,102,
2019Q1,S08000016,S08000024,,All Cancer Types,d,26,,26,
2019Q1,S08000017,S08000017,,All Cancer Types,d,153,,146,
2019Q1,S08000017,S08000024,,All Cancer Types,d,22,,22,
2019Q1,S08000017,S08000031,,All Cancer Types,d,4,,4,
2019Q1,S08000017,SB0801,,All Cancer Types,d,7,,7,
2019Q1,S08000019,S08000019,,All Cancer Types,d,275,,269,
2019Q1,S08000019,S08000024,,All Cancer Types,d,4,,4,
2019Q1,S08000019,S08000031,,All Cancer Types,d,47,,44,
2019Q1,S08000019,S08000032,,All Cancer Types,d,3,,3,
2019Q1,S08000019,SB0801,,All Cancer Types,d,8,,8,
2019Q1,S08000020,S08000020,,All Cancer Types,d,659,,618,
2019Q1,S08000020,S08000024,,All Cancer Types,d,1,,1,
2019Q1,S08000020,S08000025,,All Cancer Types,d,1,,1,
2019Q1,S08000022,S08000020,,All Cancer Types,d,11,,8,
2019Q1,S08000022,S08000022,,All Cancer Types,d,327,,307,
2019Q1,S08000022,S08000024,,All Cancer Types,d,3,,2,
2019Q1,S08000022,S08000030,,All Cancer Types,d,5,,5,
2019Q1,S08000022,S08000031,,All Cancer Types,d,4,,4,
2019Q1,S08000022,SB0801,,All Cancer Types,d,6,,6,
2019Q1,S08000024,S08000019,,All Cancer Types,d,2,,2,
2019Q1,S08000024,S08000024,,All Cancer Types,d,894,,854,
2019Q1,S08000024,S08000031,,All Cancer Types,d,1,,1,
2019Q1,S08000025,S08000020,,All Cancer Types,d,4,,3,
2019Q1,S08000025,S08000022,,All Cancer Types,d,1,,1,
2019Q1,S08000025,S08000025,,All Cancer Types,d,7,,7,
2019Q1,S08000026,S08000020,,All Cancer Types,d,7,,6,
2019Q1,S08000026,S08000026,,All Cancer Types,d,13,,13,
2019Q1,S08000028,S08000020,,All Cancer Types,d,3,,1,
2019Q1,S08000028,S08000022,,All Cancer Types,d,9,,6,
2019Q1,S08000028,S08000028,,All Cancer Types,d,17,,17,
2019Q1,S08000028,S08000031,,All Cancer Types,d,5,,5,
2019Q1,S08000029,S08000024,,All Cancer Types,d,72,,62,
2019Q1,S08000029,S08000029,,All Cancer Types,d,335,,319,
2019Q1,S08000029,S08000030,,All Cancer Types,d,6,,5,
2019Q1,S08000030,S08000020,,All Cancer Types,d,1,,0,
2019Q1,S08000030,S08000024,,All Cancer Types,d,8,,7,
2019Q1,S08000030,S08000030,,All Cancer Types,d,488,,442,
2019Q1,S08000031,S08000019,,All Cancer Types,d,1,,1,
2019Q1,S08000031,S08000024,,All Cancer Types,d,3,,2,
2019Q1,S08000031,S08000031,,All Cancer Types,d,1635,,1541,
2019Q1,S08000031,S08000032,,All Cancer Types,d,38,,31,
2019Q1,S08000031,SB0801,,All Cancer Types,d,47,,47,
2019Q1,S08000032,S08000024,,All Cancer Types,d,1,,1,
2019Q1,S08000032,S08000031,,All Cancer Types,d,93,,93,
2019Q1,S08000032,S08000032,,All Cancer Types,d,479,,472,
2019Q1,S08000032,SB0801,,All Cancer Types,d,17,,17,
2019Q2,S08000015,S08000015,,All Cancer Types,d,371,,359,
2019Q2,S08000015,S08000017,,All Cancer Types,d,5,,5,
2019Q2,S08000015,S08000030,,All Cancer Types,d,1,,1,
2019Q2,S08000015,S08000031,,All Cancer Types,d,68,,67,
2019Q2,S08000015,SB0801,,All Cancer Types,d,13,,13,
2019Q2,S08000016,S08000016,,All Cancer Types,d,85,,85,
2019Q2,S08000016,S08000024,,All Cancer Types,d,27,,27,
2019Q2,S08000017,S08000017,,All Cancer Types,d,163,,163,
2019Q2,S08000017,S08000024,,All Cancer Types,d,35,,29,
2019Q2,S08000017,S08000031,,All Cancer Types,d,6,,6,
2019Q2,S08000019,S08000019,,All Cancer Types,d,290,,280,
2019Q2,S08000019,S08000024,,All Cancer Types,d,5,,4,
2019Q2,S08000019,S08000031,,All Cancer Types,d,43,,39,
2019Q2,S08000019,S08000032,,All Cancer Types,d,2,,2,
2019Q2,S08000019,SB0801,,All Cancer Types,d,6,,6,
2019Q2,S08000020,S08000020,,All Cancer Types,d,738,,694,
2019Q2,S08000020,S08000022,,All Cancer Types,d,3,,3,
2019Q2,S08000022,S08000020,,All Cancer Types,d,10,,10,
2019Q2,S08000022,S08000022,,All Cancer Types,d,334,,318,
2019Q2,S08000022,S08000024,,All Cancer Types,d,2,,2,
2019Q2,S08000022,S08000030,,All Cancer Types,d,2,,2,
2019Q2,S08000022,S08000031,,All Cancer Types,d,3,,3,
2019Q2,S08000022,SB0801,,All Cancer Types,d,7,,7,
2019Q2,S08000024,S08000019,,All Cancer Types,d,1,,1,
2019Q2,S08000024,S08000024,,All Cancer Types,d,964,,898,
2019Q2,S08000024,S08000029,,All Cancer Types,d,4,,4,
2019Q2,S08000025,S08000020,,All Cancer Types,d,6,,5,
2019Q2,S08000025,S08000025,,All Cancer Types,d,7,,7,
2019Q2,S08000026,S08000020,,All Cancer Types,d,4,,3,
2019Q2,S08000026,S08000026,,All Cancer Types,d,20,,20,
2019Q2,S08000028,S08000020,,All Cancer Types,d,2,,1,
2019Q2,S08000028,S08000022,,All Cancer Types,d,11,,11,
2019Q2,S08000028,S08000028,,All Cancer Types,d,14,,14,
2019Q2,S08000028,S08000031,,All Cancer Types,d,2,,2,
2019Q2,S08000029,S08000024,,All Cancer Types,d,67,,66,
2019Q2,S08000029,S08000029,,All Cancer Types,d,340,,316,
2019Q2,S08000029,S08000030,,All Cancer Types,d,8,,7,
2019Q2,S08000030,S08000020,,All Cancer Types,d,3,,3,
2019Q2,S08000030,S08000024,,All Cancer Types,d,9,,8,
2019Q2,S08000030,S08000030,,All Cancer Types,d,495,,473,
2019Q2,S08000030,S08000032,,All Cancer Types,d,1,,0,
2019Q2,S08000031,S08000022,,All Cancer Types,d,1,,1,
2019Q2,S08000031,S08000024,,All Cancer Types,d,4,,3,
2019Q2,S08000031,S08000031,,All Cancer Types,d,1664,,1550,
2019Q2,S08000031,S08000032,,All Cancer Types,d,44,,44,
2019Q2,S08000031,SB0801,,All Cancer Types,d,65,,65,
2019Q2,S08000032,S08000031,,All Cancer Types,d,104,,98,
2019Q2,S08000032,S08000032,,All Cancer Types,d,497,,483,
2019Q2,S08000032,SB0801,,All Cancer Types,d,26,,26,
2019Q3,S08000015,S08000015,,All Cancer Types,d,367,,361,
2019Q3,S08000015,S08000017,,All Cancer Types,d,2,,2,
2019Q3,S08000015,S08000031,,All Cancer Types,d,62,,61,
2019Q3,S08000015,SB0801,,All Cancer Types,d,17,,17,
2019Q3,S08000016,S08000016,,All Cancer Types,d,102,,102,
2019Q3,S08000016,S08000024,,All Cancer Types,d,40,,38,
2019Q3,S08000017,S08000017,,All Cancer Types,d,161,,157,
2019Q3,S08000017,S08000024,,All Cancer Types,d,35,,32,
2019Q3,S08000017,S08000031,,All Cancer Types,d,3,,3,
2019Q3,S08000017,SB0801,,All Cancer Types,d,6,,6,
2019Q3,S08000019,S08000019,,All Cancer Types,d,273,,268,
2019Q3,S08000019,S08000024,,All Cancer Types,d,4,,2,
2019Q3,S08000019,S08000031,,All Cancer Types,d,66,,63,
2019Q3,S08000019,S08000032,,All Cancer Types,d,1,,1,
2019Q3,S08000019,SB0801,,All Cancer Types,d,8,,8,
2019Q3,S08000020,S08000020,,All Cancer Types,d,755,,717,
2019Q3,S08000020,S08000022,,All Cancer Types,d,2,,2,
2019Q3,S08000020,S08000025,,All Cancer Types,d,1,,1,
2019Q3,S08000020,S08000026,,All Cancer Types,d,7,,7,
2019Q3,S08000020,S08000030,,All Cancer Types,d,2,,1,
2019Q3,S08000022,S08000020,,All Cancer Types,d,15,,15,
2019Q3,S08000022,S08000022,,All Cancer Types,d,349,,334,
2019Q3,S08000022,S08000024,,All Cancer Types,d,3,,3,
2019Q3,S08000022,S08000030,,All Cancer Types,d,5,,5,
2019Q3,S08000022,S08000031,,All Cancer Types,d,4,,4,
2019Q3,S08000022,SB0801,,All Cancer Types,d,5,,5,
2019Q3,S08000024,S08000019,,All Cancer Types,d,3,,3,
2019Q3,S08000024,S08000024,,All Cancer Types,d,964,,913,
2019Q3,S08000024,S08000029,,All Cancer Types,d,11,,10,
2019Q3,S08000025,S08000020,,All Cancer Types,d,3,,3,
2019Q3,S08000025,S08000025,,All Cancer Types,d,3,,3,
2019Q3,S08000025,S08000026,,All Cancer Types,d,1,,1,
2019Q3,S08000026,S08000020,,All Cancer Types,d,8,,7,
2019Q3,S08000026,S08000026,,All Cancer Types,d,15,,15,
2019Q3,S08000028,S08000020,,All Cancer Types,d,1,,1,
2019Q3,S08000028,S08000022,,All Cancer Types,d,13,,10,
2019Q3,S08000028,S08000028,,All Cancer Types,d,26,,25,
2019Q3,S08000028,SB0801,,All Cancer Types,d,1,,1,
2019Q3,S08000029,S08000024,,All Cancer Types,d,97,,92,
2019Q3,S08000029,S08000029,,All Cancer Types,d,319,,308,
2019Q3,S08000029,S08000030,,All Cancer Types,d,5,,5,
2019Q3,S08000030,S08000015,,All Cancer Types,d,1,,1,
2019Q3,S08000030,S08000020,,All Cancer Types,d,5,,5,
2019Q3,S08000030,S08000024,,All Cancer Types,d,11,,10,
2019Q3,S08000030,S08000030,,All Cancer Types,d,481,,471,
2019Q3,S08000031,S08000022,,All Cancer Types,d,2,,2,
2019Q3,S08000031,S08000024,,All Cancer Types,d,2,,2,
2019Q3,S08000031,S08000031,,All Cancer Types,d,1603,,1511,
2019Q3,S08000031,S08000032,,All Cancer Types,d,44,,40,
2019Q3,S08000031,SB0801,,All Cancer Types,d,62,,62,
2019Q3,S08000032,S08000019,,All Cancer Types,d,1,,1,
2019Q3,S08000032,S08000024,,All Cancer Types,d,2,,2,
2019Q3,S08000032,S08000031,,All Cancer Types,d,84,,77,
2019Q3,S08000032,S08000032,,All Cancer Types,d,449,,443,
2019Q3,S08000032,SB0801,,All Cancer Types,d,18,,18,
2019Q4,S08000015,S08000015,,All Cancer Types,d,316,,307,
2019Q4,S08000015,S08000024,,All Cancer Types,d,1,,0,
2019Q4,S08000015,S08000031,,All Cancer Types,d,71,,69,
2019Q4,S08000015,SB0801,,All Cancer Types,d,6,,6,
2019Q4,S08000016,S08000016,,All Cancer Types,d,80,,79,
2019Q4,S08000016,S08000024,,All Cancer Types,d,27,,27,
2019Q4,S08000017,S08000017,,All Cancer Types,d,192,,188,
2019Q4,S08000017,S08000024,,All Cancer Types,d,31,,25,
2019Q4,S08000017,S08000031,,All Cancer Types,d,1,,1,
2019Q4,S08000017,SB0801,,All Cancer Types,d,6,,6,
2019Q4,S08000019,S08000019,,All Cancer Types,d,268,,266,
2019Q4,S08000019,S08000024,,All Cancer Types,d,4,,4,
2019Q4,S08000019,S08000031,,All Cancer Types,d,59,,58,
2019Q4,S08000019,S08000032,,All Cancer Types,d,1,,1,
2019Q4,S08000019,SB0801,,All Cancer Types,d,12,,12,
2019Q4,S08000020,S08000020,,All Cancer Types,d,719,,666,
2019Q4,S08000020,S08000026,,All Cancer Types,d,2,,2,
2019Q4,S08000022,S08000020,,All Cancer Types,d,11,,11,
2019Q4,S08000022,S08000022,,All Cancer Types,d,320,,309,
2019Q4,S08000022,S08000024,,All Cancer Types,d,4,,4,
2019Q4,S08000022,S08000030,,All Cancer Types,d,1,,1,
2019Q4,S08000022,S08000031,,All Cancer Types,d,7,,7,
2019Q4,S08000022,SB0801,,All Cancer Types,d,6,,6,
2019Q4,S08000024,S08000016,,All Cancer Types,d,3,,3,
2019Q4,S08000024,S08000019,,All Cancer Types,d,2,,2,
2019Q4,S08000024,S08000024,,All Cancer Types,d,963,,919,
2019Q4,S08000024,S08000029,,All Cancer Types,d,7,,6,
2019Q4,S08000025,S08000020,,All Cancer Types,d,6,,5,
2019Q4,S08000025,S08000025,,All Cancer Types,d,12,,12,
2019Q4,S08000026,S08000020,,All Cancer Types,d,4,,4,
2019Q4,S08000026,S08000026,,All Cancer Types,d,16,,16,
2019Q4,S08000026,S08000029,,All Cancer Types,d,1,,1,
2019Q4,S08000028,S08000020,,All Cancer Types,d,1,,1,
2019Q4,S08000028,S08000022,,All Cancer Types,d,7,,7,
2019Q4,S08000028,S08000028,,All Cancer Types,d,26,,26,
2019Q4,S08000028,S08000031,,All Cancer Types,d,6,,6,
2019Q4,S08000028,SB0801,,All Cancer Types,d,1,,1,
2019Q4,S08000029,S08000024,,All Cancer Types,d,59,,58,
2019Q4,S08000029,S08000029,,All Cancer Types,d,335,,328,
2019Q4,S08000029,S08000030,,All Cancer Types,d,10,,10,
2019Q4,S08000029,S08000031,,All Cancer Types,d,1,,1,
2019Q4,S08000030,S08000020,,All Cancer Types,d,3,,3,
2019Q4,S08000030,S08000024,,All Cancer Types,d,11,,10,
2019Q4,S08000030,S08000030,,All Cancer Types,d,507,,500,
2019Q4,S08000031,S08000019,,All Cancer Types,d,5,,5,
2019Q4,S08000031,S08000020,,All Cancer Types,d,1,,1,
2019Q4,S08000031,S08000022,,All Cancer Types,d,1,,1,
2019Q4,S08000031,S08000024,,All Cancer Types,d,1,,1,
2019Q4,S08000031,S08000031,,All Cancer Types,d,1629,,1564,
2019Q4,S08000031,S08000032,,All Cancer Types,d,28,,28,
2019Q4,S08000031,SB0801,,All Cancer Types,d,40,,38,
2019Q4,S08000032,S08000024,,All Cancer Types,d,2,,2,
2019Q4,S08000032,S08000031,,All Cancer Types,d,72,,70,
2019Q4,S08000032,S08000032,,All Cancer Types,d,441,,438,
2019Q4,S08000032,SB0801,,All Cancer Types,d,30,,30,
2020Q1,S08000015,S08000015,,All Cancer Types,d,358,,355,
2020Q1,S08000015,S08000017,,All Cancer Types,d,6,,6,
2020Q1,S08000015,S08000031,,All Cancer Types,d,69,,66,
2020Q1,S08000015,SB0801,,All Cancer Types,d,4,,4,
2020Q1,S08000016,S08000016,,All Cancer Types,d,78,,78,
2020Q1,S08000016,S08000024,,All Cancer Types,d,18,,18,
2020Q1,S08000017,S08000017,,All Cancer Types,d,187,,185,
2020Q1,S08000017,S08000024,,All Cancer Types,d,30,,30,
2020Q1,S08000017,S08000031,,All Cancer Types,d,5,,5,
2020Q1,S08000017,S08000032,,All Cancer Types,d,1,,1,
2020Q1,S08000017,SB0801,,All Cancer Types,d,2,,2,
2020Q1,S08000019,S08000019,,All Cancer Types,d,327,,323,
2020Q1,S08000019,S08000024,,All Cancer Types,d,1,,1,
2020Q1,S08000019,S08000031,,All Cancer Types,d,40,,36,
2020Q1,S08000019,S08000032,,All Cancer Types,d,2,,2,
2020Q1,S08000019,SB0801,,All Cancer Types,d,10,,8,
2020Q1,S08000020,S08000020,,All Cancer Types,d,744,,709,
2020Q1,S08000020,S08000022,,All Cancer Types,d,3,,3,
2020Q1,S08000020,S08000024,,All Cancer Types,d,2,,2,
2020Q1,S08000020,S08000026,,All Cancer Types,d,2,,1,
2020Q1,S08000022,S08000020,,All Cancer Types,d,10,,10,
2020Q1,S08000022,S08000022,,All Cancer Types,d,301,,280,
2020Q1,S08000022,S08000024,,All Cancer Types,d,1,,1,
2020Q1,S08000022,S08000028,,All Cancer Types,d,5,,5,
2020Q1,S08000022,S08000030,,All Cancer Types,d,5,,4,
2020Q1,S08000022,S08000031,,All Cancer Types,d,10,,10,
2020Q1,S08000022,SB0801,,All Cancer Types,d,9,,9,
2020Q1,S08000024,S08000016,,All Cancer Types,d,2,,2,
2020Q1,S08000024,S08000019,,All Cancer Types,d,2,,2,
2020Q1,S08000024,S08000024,,All Cancer Types,d,938,,890,
2020Q1,S08000024,S08000029,,All Cancer Types,d,3,,3,
2020Q1,S08000024,SB0801,,All Cancer Types,d,1,,1,
2020Q1,S08000025,S08000020,,All Cancer Types,d,4,,3,
2020Q1,S08000025,S08000025,,All Cancer Types,d,5,,5,
2020Q1,S08000026,S08000020,,All Cancer Types,d,8,,7,
2020Q1,S08000026,S08000026,,All Cancer Types,d,11,,10,
2020Q1,S08000028,S08000020,,All Cancer Types,d,1,,1,
2020Q1,S08000028,S08000022,,All Cancer Types,d,12,,11,
2020Q1,S08000028,S08000028,,All Cancer Types,d,11,,11,
2020Q1,S08000028,S08000031,,All Cancer Types,d,2,,2,
2020Q1,S08000028,SB0801,,All Cancer Types,d,2,,2,
2020Q1,S08000029,S08000024,,All Cancer Types,d,58,,57,
2020Q1,S08000029,S08000029,,All Cancer Types,d,349,,334,
2020Q1,S08000029,S08000030,,All Cancer Types,d,5,,4,
2020Q1,S08000030,S08000020,,All Cancer Types,d,1,,1,
2020Q1,S08000030,S08000024,,All Cancer Types,d,13,,12,
2020Q1,S08000030,S08000030,,All Cancer Types,d,539,,527,
2020Q1,S08000031,S08000019,,All Cancer Types,d,2,,2,
2020Q1,S08000031,S08000022,,All Cancer Types,d,1,,1,
2020Q1,S08000031,S08000024,,All Cancer Types,d,3,,2,
2020Q1,S08000031,S08000031,,All Cancer Types,d,1561,,1499,
2020Q1,S08000031,S08000032,,All Cancer Types,d,49,,49,
2020Q1,S08000031,SB0801,,All Cancer Types,d,56,,45,
2020Q1,S08000032,S08000015,,All Cancer Types,d,1,,1,
2020Q1,S08000032,S08000024,,All Cancer Types,d,1,,1,
2020Q1,S08000032,S08000031,,All Cancer Types,d,85,,81,
2020Q1,S08000032,S08000032,,All Cancer Types,d,475,,466,
2020Q1,S08000032,SB0801,,All Cancer Types,d,29,,28,
2020Q2,S08000015,S08000015,,All Cancer Types,d,236,,233,
2020Q2,S08000015,S08000031,,All Cancer Types,d,61,,61,
2020Q2,S08000015,SB0801,,All Cancer Types,d,9,,9,
2020Q2,S08000016,S08000016,,All Cancer Types,d,105,,104,
2020Q2,S08000016,S08000024,,All Cancer Types,d,28,,27,
2020Q2,S08000017,S08000017,,All Cancer Types,d,157,,157,
2020Q2,S08000017,S08000024,,All Cancer Types,d,27,,23,
2020Q2,S08000017,S08000031,,All Cancer Types,d,5,,5,
2020Q2,S08000017,SB0801,,All Cancer Types,d,6,,6,
2020Q2,S08000019,S08000019,,All Cancer Types,d,238,,237,
2020Q2,S08000019,S08000024,,All Cancer Types,d,4,,4,
2020Q2,S08000019,S08000031,,All Cancer Types,d,42,,41,
2020Q2,S08000019,S08000032,,All Cancer Types,d,1,,1,
