Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
2020Q4,S92000003,d,S08000019,Upper GI,,27,,27,
2020Q4,S92000003,d,S08000019,Urological,,49,,40,
2020Q4,S92000003,d,S08000020,Breast,,85,,79,
2020Q4,S92000003,d,S08000020,Colorectal,,43,,32,
2020Q4,S92000003,d,S08000020,Head & Neck,,8,,8,
2020Q4,S92000003,d,S08000020,Lung,,46,,39,
2020Q4,S92000003,d,S08000020,Lymphoma,,9,,5,
2020Q4,S92000003,d,S08000020,Melanoma,,13,,13,
2020Q4,S92000003,d,S08000020,Ovarian,,7,,7,
2020Q4,S92000003,d,S08000020,Upper GI,,43,,43,
2020Q4,S92000003,d,S08000020,Urological,,65,,49,
2020Q4,S92000003,d,S08000022,Breast,,46,,44,
2020Q4,S92000003,d,S08000022,Cervical,,1,,1,
2020Q4,S92000003,d,S08000022,Colorectal,,30,,16,
2020Q4,S92000003,d,S08000022,Head & Neck,,6,,5,
2020Q4,S92000003,d,S08000022,Lung,,21,,21,
2020Q4,S92000003,d,S08000022,Lymphoma,,8,,8,
2020Q4,S92000003,d,S08000022,Melanoma,,6,,4,
2020Q4,S92000003,d,S08000022,Ovarian,,10,,10,
2020Q4,S92000003,d,S08000022,Upper GI,,28,,19,
2020Q4,S92000003,d,S08000022,Urological,,58,,23,
2020Q4,S92000003,d,S08000024,Breast,,157,,156,
2020Q4,S92000003,d,S08000024,Cervical,,1,,0,
2020Q4,S92000003,d,S08000024,Colorectal,,90,,66,
2020Q4,S92000003,d,S08000024,Head & Neck,,42,,42,
2020Q4,S92000003,d,S08000024,Lung,,68,,61,
2020Q4,S92000003,d,S08000024,Lymphoma,,8,,8,
2020Q4,S92000003,d,S08000024,Melanoma,,32,,26,
2020Q4,S92000003,d,S08000024,Ovarian,,20,,19,
2020Q4,S92000003,d,S08000024,Upper GI,,83,,76,
2020Q4,S92000003,d,S08000024,Urological,,128,,90,
2020Q4,S92000003,d,S08000025,Breast,,2,,1,
2020Q4,S92000003,d,S08000025,Colorectal,,4,,4,
2020Q4,S92000003,d,S08000025,Upper GI,,4,,4,
2020Q4,S92000003,d,S08000025,Urological,,3,,3,
2020Q4,S92000003,d,S08000026,Breast,,3,,3,
2020Q4,S92000003,d,S08000026,Cervical,,1,,1,
2020Q4,S92000003,d,S08000026,Colorectal,,1,,1,
2020Q4,S92000003,d,S08000026,Lung,,2,,2,
2020Q4,S92000003,d,S08000026,Ovarian,,1,,1,
2020Q4,S92000003,d,S08000026,Upper GI,,2,,2,
2020Q4,S92000003,d,S08000026,Urological,,3,,3,
2020Q4,S92000003,d,S08000028,Colorectal,,2,,2,
2020Q4,S92000003,d,S08000028,Lung,,2,,2,
2020Q4,S92000003,d,S08000028,Melanoma,,1,,1,
2020Q4,S92000003,d,S08000028,Urological,,3,,2,
2020Q4,S92000003,d,S08000029,Breast,,42,,38,
2020Q4,S92000003,d,S08000029,Cervical,,1,,1,
2020Q4,S92000003,d,S08000029,Colorectal,,29,,27,
2020Q4,S92000003,d,S08000029,Head & Neck,,3,,3,
2020Q4,S92000003,d,S08000029,Lung,,16,,15,
2020Q4,S92000003,d,S08000029,Lymphoma,,4,,2,
2020Q4,S92000003,d,S08000029,Melanoma,,8,,8,
2020Q4,S92000003,d,S08000029,Ovarian,,3,,3,
2020Q4,S92000003,d,S08000029,Upper GI,,17,,16,
2020Q4,S92000003,d,S08000029,Urological,,46,,33,
2020Q4,S92000003,d,S08000030,Breast,,54,,54,
2020Q4,S92000003,d,S08000030,Colorectal,,29,,28,
2020Q4,S92000003,d,S08000030,Head & Neck,,4,,4,
2020Q4,S92000003,d,S08000030,Lung,,41,,41,
2020Q4,S92000003,d,S08000030,Melanoma,,3,r,3,r
2020Q4,S92000003,d,S08000030,Ovarian,,1,,1,
2020Q4,S92000003,d,S08000030,Upper GI,,28,,26,
2020Q4,S92000003,d,S08000030,Urological,,45,,43,
2020Q4,S92000003,d,S08000031,Breast,,229,,227,
2020Q4,S92000003,d,S08000031,Cervical,,20,,16,
2020Q4,S92000003,d,S08000031,Colorectal,,129,,82,
2020Q4,S92000003,d,S08000031,Head & Neck,,76,,67,
2020Q4,S92000003,d,S08000031,Lung,,132,,112,
2020Q4,S92000003,d,S08000031,Lymphoma,,33,,26,
2020Q4,S92000003,d,S08000031,Melanoma,,44,,42,
2020Q4,S92000003,d,S08000031,Ovarian,,25,,24,
2020Q4,S92000003,d,S08000031,Upper GI,,105,,84,
2020Q4,S92000003,d,S08000031,Urological,,192,,127,
2020Q4,S92000003,d,S08000032,Breast,,105,,95,
2020Q4,S92000003,d,S08000032,Cervical,,8,,8,
2020Q4,S92000003,d,S08000032,Colorectal,,58,,51,
2020Q4,S92000003,d,S08000032,Head & Neck,,3,,1,
2020Q4,S92000003,d,S08000032,Lung,,38,,38,
2020Q4,S92000003,d,S08000032,Lymphoma,,8,,8,
2020Q4,S92000003,d,S08000032,Melanoma,,21,,21,
2020Q4,S92000003,d,S08000032,Ovarian,,1,,0,
2020Q4,S92000003,d,S08000032,Upper GI,,41,,39,
2020Q4,S92000003,d,S08000032,Urological,,25,,21,
2020Q4,S92000003,d,SB0801,Head & Neck,,2,,2,
2020Q4,S92000003,d,SB0801,Lung,,36,,30,
2020Q4,S08000015,,S08000015,All Cancer Types,d,225,,193,
2020Q4,S08000015,,S08000017,All Cancer Types,d,1,,1,
2020Q4,S08000015,,S08000031,All Cancer Types,d,24,,18,
2020Q4,S08000015,,SB0801,All Cancer Types,d,2,,2,
2020Q4,S08000016,,S08000016,All Cancer Types,d,48,,46,
2020Q4,S08000016,,S08000024,All Cancer Types,d,14,,12,
2020Q4,S08000017,,S08000017,All Cancer Types,d,94,,90,
2020Q4,S08000017,,S08000024,All Cancer Types,d,14,,11,
2020Q4,S08000017,,SB0801,All Cancer Types,d,1,,1,
2020Q4,S08000019,,S08000019,All Cancer Types,d,226,,212,
2020Q4,S08000019,,S08000024,All Cancer Types,d,2,,2,
2020Q4,S08000019,,S08000031,All Cancer Types,d,37,,19,
2020Q4,S08000019,,SB0801,All Cancer Types,d,5,,3,
2020Q4,S08000020,,S08000020,All Cancer Types,d,312,,271,
2020Q4,S08000020,,S08000025,All Cancer Types,d,1,,0,
2020Q4,S08000020,,S08000026,All Cancer Types,d,1,,1,
2020Q4,S08000022,,S08000020,All Cancer Types,d,2,,0,
2020Q4,S08000022,,S08000022,All Cancer Types,d,206,,145,
2020Q4,S08000022,,S08000024,All Cancer Types,d,1,,0,
2020Q4,S08000022,,S08000031,All Cancer Types,d,8,,7,
2020Q4,S08000022,,SB0801,All Cancer Types,d,1,,1,
2020Q4,S08000024,,S08000016,All Cancer Types,d,2,,2,
2020Q4,S08000024,,S08000019,All Cancer Types,d,1,,1,
2020Q4,S08000024,,S08000024,All Cancer Types,d,563,,495,
2020Q4,S08000024,,S08000029,All Cancer Types,d,1,,1,
2020Q4,S08000025,,S08000020,All Cancer Types,d,2,,2,
2020Q4,S08000025,,S08000024,All Cancer Types,d,1,,0,
2020Q4,S08000025,,S08000025,All Cancer Types,d,12,,12,
2020Q4,S08000026,,S08000020,All Cancer Types,d,3,,2,
2020Q4,S08000026,,S08000026,All Cancer Types,d,12,,12,
2020Q4,S08000028,,S08000022,All Cancer Types,d,8,,6,
2020Q4,S08000028,,S08000028,All Cancer Types,d,8,,7,
2020Q4,S08000028,,S08000031,All Cancer Types,d,1,,1,
2020Q4,S08000028,,SB0801,All Cancer Types,d,2,,2,
2020Q4,S08000029,,S08000024,All Cancer Types,d,30,,22,
2020Q4,S08000029,,S08000029,All Cancer Types,d,168,,145,
2020Q4,S08000029,,S08000030,All Cancer Types,d,2,,2,
2020Q4,S08000030,,S08000024,All Cancer Types,d,3,,2,
2020Q4,S08000030,,S08000030,All Cancer Types,d,203,r,198,r
2020Q4,S08000031,,S08000017,All Cancer Types,d,1,,1,
2020Q4,S08000031,,S08000019,All Cancer Types,d,3,,2,
2020Q4,S08000031,,S08000024,All Cancer Types,d,1,,0,
2020Q4,S08000031,,S08000031,All Cancer Types,d,878,,737,
2020Q4,S08000031,,S08000032,All Cancer Types,d,38,,36,
2020Q4,S08000031,,SB0801,All Cancer Types,d,21,,17,
2020Q4,S08000032,,S08000031,All Cancer Types,d,37,,25,
2020Q4,S08000032,,S08000032,All Cancer Types,d,270,,246,
2020Q4,S08000032,,SB0801,All Cancer Types,d,6,,6,
2020Q4,S92000003,d,S08000015,All Cancer Types,d,225,,193,
2020Q4,S92000003,d,S08000016,All Cancer Types,d,50,,48,
2020Q4,S92000003,d,S08000017,All Cancer Types,d,96,,92,
2020Q4,S92000003,d,S08000019,All Cancer Types,d,230,,215,
2020Q4,S92000003,d,S08000020,All Cancer Types,d,319,,275,
2020Q4,S92000003,d,S08000022,All Cancer Types,d,214,,151,
2020Q4,S92000003,d,S08000024,All Cancer Types,d,629,,544,
2020Q4,S92000003,d,S08000025,All Cancer Types,d,13,,12,
2020Q4,S92000003,d,S08000026,All Cancer Types,d,13,,13,
2020Q4,S92000003,d,S08000028,All Cancer Types,d,8,,7,
2020Q4,S92000003,d,S08000029,All Cancer Types,d,169,,146,
2020Q4,S92000003,d,S08000030,All Cancer Types,d,205,r,200,r
2020Q4,S92000003,d,S08000031,All Cancer Types,d,985,,807,
2020Q4,S92000003,d,S08000032,All Cancer Types,d,308,,282,
2020Q4,S92000003,d,SB0801,All Cancer Types,d,38,,32,
2021Q1,S08000015,,S08000015,Breast,,90,,53,
2021Q1,S08000015,,S08000015,Cervical,,5,,5,
2021Q1,S08000015,,S08000015,Colorectal,,28,,23,
2021Q1,S08000015,,S08000015,Head & Neck,,4,,4,
2021Q1,S08000015,,S08000015,Lung,,32,,32,
2021Q1,S08000015,,S08000015,Lymphoma,,3,,2,
2021Q1,S08000015,,S08000015,Melanoma,,6,,6,
2021Q1,S08000015,,S08000015,Ovarian,,4,,4,
2021Q1,S08000015,,S08000015,Upper GI,,22,,19,
2021Q1,S08000015,,S08000015,Urological,,30,,30,
2021Q1,S08000015,,S08000017,Breast,,3,,2,
2021Q1,S08000015,,S08000031,Cervical,,2,,1,
2021Q1,S08000015,,S08000031,Colorectal,,5,,0,
2021Q1,S08000015,,S08000031,Head & Neck,,6,,4,
2021Q1,S08000015,,S08000031,Lung,,16,,16,
2021Q1,S08000015,,S08000031,Ovarian,,1,,0,
2021Q1,S08000015,,S08000031,Upper GI,,9,,8,
2021Q1,S08000015,,S08000031,Urological,,3,,3,
2021Q1,S08000015,,SB0801,Lung,,4,,4,
2021Q1,S08000016,,S08000016,Breast,,11,,11,
2021Q1,S08000016,,S08000016,Cervical,,1,,1,
2021Q1,S08000016,,S08000016,Colorectal,,16,,16,
2021Q1,S08000016,,S08000016,Lung,,12,,12,
2021Q1,S08000016,,S08000016,Lymphoma,,4,,4,
2021Q1,S08000016,,S08000016,Melanoma,,6,,6,
2021Q1,S08000016,,S08000016,Upper GI,,1,,1,
2021Q1,S08000016,,S08000016,Urological,,9,,8,
2021Q1,S08000016,,S08000024,Colorectal,,2,,2,
2021Q1,S08000016,,S08000024,Head & Neck,,3,,3,
2021Q1,S08000016,,S08000024,Lymphoma,,1,,1,
2021Q1,S08000016,,S08000024,Ovarian,,1,,1,
2021Q1,S08000016,,S08000024,Upper GI,,4,,4,
2021Q1,S08000016,,S08000024,Urological,,4,,2,
2021Q1,S08000017,,S08000017,Breast,,22,,20,
2021Q1,S08000017,,S08000017,Cervical,,1,,1,
2021Q1,S08000017,,S08000017,Colorectal,,17,,15,
2021Q1,S08000017,,S08000017,Head & Neck,,1,,1,
2021Q1,S08000017,,S08000017,Lung,,17,,17,
2021Q1,S08000017,,S08000017,Lymphoma,,4,,4,
2021Q1,S08000017,,S08000017,Melanoma,,1,,1,
2021Q1,S08000017,,S08000017,Ovarian,,3,,3,
2021Q1,S08000017,,S08000017,Upper GI,,15,,15,
2021Q1,S08000017,,S08000017,Urological,,23,,15,
2021Q1,S08000017,,S08000024,Head & Neck,,3,,3,
2021Q1,S08000017,,S08000024,Lung,,2,,2,
2021Q1,S08000017,,S08000024,Upper GI,,1,,1,
2021Q1,S08000017,,S08000024,Urological,,4,,2,
2021Q1,S08000019,,S08000019,Breast,,34,,34,
2021Q1,S08000019,,S08000019,Colorectal,,43,,35,
2021Q1,S08000019,,S08000019,Head & Neck,,4,,2,
2021Q1,S08000019,,S08000019,Lung,,28,,26,
2021Q1,S08000019,,S08000019,Lymphoma,,10,,10,
2021Q1,S08000019,,S08000019,Melanoma,,6,,6,
2021Q1,S08000019,,S08000019,Ovarian,,2,,2,
2021Q1,S08000019,,S08000019,Upper GI,,29,,26,
2021Q1,S08000019,,S08000019,Urological,,50,,42,
2021Q1,S08000019,,S08000024,Upper GI,,1,,0,
2021Q1,S08000019,,S08000031,Breast,,1,,1,
2021Q1,S08000019,,S08000031,Cervical,,3,,3,
2021Q1,S08000019,,S08000031,Colorectal,,3,,0,
2021Q1,S08000019,,S08000031,Head & Neck,,4,,1,
2021Q1,S08000019,,S08000031,Lung,,4,,4,
2021Q1,S08000019,,S08000031,Lymphoma,,2,,0,
2021Q1,S08000019,,S08000031,Ovarian,,6,,6,
2021Q1,S08000019,,S08000031,Upper GI,,2,,0,
2021Q1,S08000019,,S08000031,Urological,,12,,1,
2021Q1,S08000019,,SB0801,Head & Neck,,1,,1,
2021Q1,S08000019,,SB0801,Lung,,8,,6,
2021Q1,S08000020,,S08000020,Breast,,72,,55,
2021Q1,S08000020,,S08000020,Cervical,,3,,2,
2021Q1,S08000020,,S08000020,Colorectal,,46,,37,
2021Q1,S08000020,,S08000020,Head & Neck,,15,,12,
2021Q1,S08000020,,S08000020,Lung,,49,,41,
2021Q1,S08000020,,S08000020,Lymphoma,,10,,10,
2021Q1,S08000020,,S08000020,Melanoma,,8,,8,
2021Q1,S08000020,,S08000020,Ovarian,,5,,3,
2021Q1,S08000020,,S08000020,Upper GI,,37,,35,
2021Q1,S08000020,,S08000020,Urological,,71,,37,
2021Q1,S08000020,,S08000022,Upper GI,,1,,1,
2021Q1,S08000020,,S08000024,Urological,,1,,1,
2021Q1,S08000020,,S08000025,Urological,,1,,0,
2021Q1,S08000022,,S08000020,Ovarian,,2,,2,
2021Q1,S08000022,,S08000020,Urological,,3,,0,
2021Q1,S08000022,,S08000022,Breast,,47,,44,
2021Q1,S08000022,,S08000022,Colorectal,,37,,24,
2021Q1,S08000022,,S08000022,Head & Neck,,6,,4,
2021Q1,S08000022,,S08000022,Lung,,30,,30,
2021Q1,S08000022,,S08000022,Lymphoma,,10,,9,
2021Q1,S08000022,,S08000022,Melanoma,,8,,7,
2021Q1,S08000022,,S08000022,Ovarian,,5,,5,
2021Q1,S08000022,,S08000022,Upper GI,,27,,19,
2021Q1,S08000022,,S08000022,Urological,,48,,15,
2021Q1,S08000022,,S08000024,Lymphoma,,1,,1,
2021Q1,S08000022,,S08000024,Urological,,3,,1,
2021Q1,S08000022,,S08000030,Head & Neck,,1,,0,
2021Q1,S08000022,,S08000031,Colorectal,,1,,1,
2021Q1,S08000022,,S08000031,Melanoma,,1,,1,
2021Q1,S08000022,,SB0801,Lung,,1,,1,
2021Q1,S08000024,,S08000024,Breast,,173,,171,
2021Q1,S08000024,,S08000024,Cervical,,8,,4,
2021Q1,S08000024,,S08000024,Colorectal,,87,,75,
2021Q1,S08000024,,S08000024,Head & Neck,,28,,26,
2021Q1,S08000024,,S08000024,Lung,,37,,30,
2021Q1,S08000024,,S08000024,Lymphoma,,8,,7,
2021Q1,S08000024,,S08000024,Melanoma,,19,,17,
2021Q1,S08000024,,S08000024,Ovarian,,5,,3,
2021Q1,S08000024,,S08000024,Upper GI,,71,,65,
2021Q1,S08000024,,S08000024,Urological,,107,,62,
2021Q1,S08000024,,S08000029,Breast,,1,,1,
2021Q1,S08000024,,S08000031,Urological,,1,,1,
2021Q1,S08000025,,S08000020,Colorectal,,1,,1,
2021Q1,S08000025,,S08000020,Ovarian,,1,,1,
2021Q1,S08000025,,S08000020,Upper GI,,1,,1,
2021Q1,S08000025,,S08000020,Urological,,3,,1,
2021Q1,S08000025,,S08000025,Colorectal,,2,,2,
2021Q1,S08000025,,S08000025,Upper GI,,3,,3,
2021Q1,S08000026,,S08000020,Upper GI,,1,,1,
2021Q1,S08000026,,S08000026,Breast,,2,,2,
2021Q1,S08000026,,S08000026,Colorectal,,1,,1,
2021Q1,S08000026,,S08000026,Upper GI,,1,,1,
2021Q1,S08000026,,S08000026,Urological,,2,,2,
2021Q1,S08000028,,S08000022,Head & Neck,,1,,1,
2021Q1,S08000028,,S08000022,Lung,,2,,2,
2021Q1,S08000028,,S08000022,Upper GI,,2,,2,
2021Q1,S08000028,,S08000022,Urological,,2,,1,
2021Q1,S08000028,,S08000028,Lung,,3,,3,
2021Q1,S08000028,,S08000028,Urological,,2,,1,
2021Q1,S08000028,,S08000031,Ovarian,,1,,0,
2021Q1,S08000029,,S08000024,Cervical,,2,,2,
2021Q1,S08000029,,S08000024,Colorectal,,3,,2,
2021Q1,S08000029,,S08000024,Head & Neck,,3,,2,
2021Q1,S08000029,,S08000024,Lung,,9,,8,
2021Q1,S08000029,,S08000024,Upper GI,,7,,7,
2021Q1,S08000029,,S08000024,Urological,,13,,0,
2021Q1,S08000029,,S08000029,Breast,,48,,39,
2021Q1,S08000029,,S08000029,Cervical,,1,,0,
2021Q1,S08000029,,S08000029,Colorectal,,37,,36,
2021Q1,S08000029,,S08000029,Head & Neck,,4,,4,
2021Q1,S08000029,,S08000029,Lung,,23,,21,
2021Q1,S08000029,,S08000029,Lymphoma,,4,,3,
2021Q1,S08000029,,S08000029,Melanoma,,9,,7,
2021Q1,S08000029,,S08000029,Ovarian,,2,,2,
2021Q1,S08000029,,S08000029,Upper GI,,8,,6,
2021Q1,S08000029,,S08000029,Urological,,27,,24,
2021Q1,S08000029,,S08000030,Head & Neck,,1,,1,
2021Q1,S08000030,,S08000020,Cervical,,1,,1,
2021Q1,S08000030,,S08000020,Lung,,1,,1,
2021Q1,S08000030,,S08000024,Lung,,1,,1,
2021Q1,S08000030,,S08000024,Urological,,1,,1,
2021Q1,S08000030,,S08000030,Breast,,55,,54,
2021Q1,S08000030,,S08000030,Cervical,,1,,1,
2021Q1,S08000030,,S08000030,Colorectal,,24,,23,
2021Q1,S08000030,,S08000030,Lung,,56,,53,
2021Q1,S08000030,,S08000030,Melanoma,,5,,4,
2021Q1,S08000030,,S08000030,Ovarian,,1,,1,
2021Q1,S08000030,,S08000030,Upper GI,,24,,23,
2021Q1,S08000030,,S08000030,Urological,,25,,21,
2021Q1,S08000030,,SB0801,Colorectal,,2,,2,
2021Q1,S08000031,,S08000015,Breast,,1,,1,
2021Q1,S08000031,,S08000019,Breast,,1,,1,
2021Q1,S08000031,,S08000031,Breast,,250,,246,
2021Q1,S08000031,,S08000031,Cervical,,10,,8,
2021Q1,S08000031,,S08000031,Colorectal,,133,,103,
2021Q1,S08000031,,S08000031,Head & Neck,,46,,41,
2021Q1,S08000031,,S08000031,Lung,,139,,120,
2021Q1,S08000031,,S08000031,Lymphoma,,23,,22,
2021Q1,S08000031,,S08000031,Melanoma,,44,,44,
2021Q1,S08000031,,S08000031,Ovarian,,15,,14,
2021Q1,S08000031,,S08000031,Upper GI,,99,,68,
2021Q1,S08000031,,S08000031,Urological,,176,,105,
2021Q1,S08000031,,S08000032,Breast,,54,,50,
2021Q1,S08000031,,SB0801,Breast,,1,,1,
2021Q1,S08000031,,SB0801,Colorectal,,1,,0,
2021Q1,S08000031,,SB0801,Lung,,18,,8,
2021Q1,S08000032,,S08000024,Upper GI,,1,,1,
2021Q1,S08000032,,S08000031,Breast,,3,,3,
2021Q1,S08000032,,S08000031,Cervical,,6,,4,
2021Q1,S08000032,,S08000031,Head & Neck,,6,,6,
2021Q1,S08000032,,S08000031,Lung,,14,,14,
2021Q1,S08000032,,S08000031,Lymphoma,,1,,1,
2021Q1,S08000032,,S08000031,Melanoma,,1,,1,
2021Q1,S08000032,,S08000031,Ovarian,,5,,3,
2021Q1,S08000032,,S08000031,Upper GI,,9,,7,
2021Q1,S08000032,,S08000031,Urological,,10,,5,
2021Q1,S08000032,,S08000032,Breast,,49,,48,
2021Q1,S08000032,,S08000032,Cervical,,2,,2,
2021Q1,S08000032,,S08000032,Colorectal,,54,,49,
2021Q1,S08000032,,S08000032,Head & Neck,,16,,15,
2021Q1,S08000032,,S08000032,Lung,,33,,33,
2021Q1,S08000032,,S08000032,Lymphoma,,12,,12,
2021Q1,S08000032,,S08000032,Melanoma,,28,,28,
2021Q1,S08000032,,S08000032,Ovarian,,4,,4,
2021Q1,S08000032,,S08000032,Upper GI,,38,,34,
2021Q1,S08000032,,S08000032,Urological,,40,,31,
2021Q1,S08000032,,SB0801,Lung,,7,,7,
2021Q1,S92000003,d,S08000015,Breast,,91,,54,
2021Q1,S92000003,d,S08000015,Cervical,,5,,5,
2021Q1,S92000003,d,S08000015,Colorectal,,28,,23,
2021Q1,S92000003,d,S08000015,Head & Neck,,4,,4,
2021Q1,S92000003,d,S08000015,Lung,,32,,32,
2021Q1,S92000003,d,S08000015,Lymphoma,,3,,2,
2021Q1,S92000003,d,S08000015,Melanoma,,6,,6,
2021Q1,S92000003,d,S08000015,Ovarian,,4,,4,
2021Q1,S92000003,d,S08000015,Upper GI,,22,,19,
2021Q1,S92000003,d,S08000015,Urological,,30,,30,
2021Q1,S92000003,d,S08000016,Breast,,11,,11,
2021Q1,S92000003,d,S08000016,Cervical,,1,,1,
2021Q1,S92000003,d,S08000016,Colorectal,,16,,16,
2021Q1,S92000003,d,S08000016,Lung,,12,,12,
2021Q1,S92000003,d,S08000016,Lymphoma,,4,,4,
2021Q1,S92000003,d,S08000016,Melanoma,,6,,6,
2021Q1,S92000003,d,S08000016,Upper GI,,1,,1,
2021Q1,S92000003,d,S08000016,Urological,,9,,8,
2021Q1,S92000003,d,S08000017,Breast,,25,,22,
2021Q1,S92000003,d,S08000017,Cervical,,1,,1,
2021Q1,S92000003,d,S08000017,Colorectal,,17,,15,
2021Q1,S92000003,d,S08000017,Head & Neck,,1,,1,
2021Q1,S92000003,d,S08000017,Lung,,17,,17,
2021Q1,S92000003,d,S08000017,Lymphoma,,4,,4,
2021Q1,S92000003,d,S08000017,Melanoma,,1,,1,
2021Q1,S92000003,d,S08000017,Ovarian,,3,,3,
2021Q1,S92000003,d,S08000017,Upper GI,,15,,15,
2021Q1,S92000003,d,S08000017,Urological,,23,,15,
2021Q1,S92000003,d,S08000019,Breast,,35,,35,
2021Q1,S92000003,d,S08000019,Colorectal,,43,,35,
2021Q1,S92000003,d,S08000019,Head & Neck,,4,,2,
2021Q1,S92000003,d,S08000019,Lung,,28,,26,
2021Q1,S92000003,d,S08000019,Lymphoma,,10,,10,
2021Q1,S92000003,d,S08000019,Melanoma,,6,,6,
2021Q1,S92000003,d,S08000019,Ovarian,,2,,2,
2021Q1,S92000003,d,S08000019,Upper GI,,29,,26,
2021Q1,S92000003,d,S08000019,Urological,,50,,42,
2021Q1,S92000003,d,S08000020,Breast,,72,,55,
2021Q1,S92000003,d,S08000020,Cervical,,4,,3,
2021Q1,S92000003,d,S08000020,Colorectal,,47,,38,
2021Q1,S92000003,d,S08000020,Head & Neck,,15,,12,
2021Q1,S92000003,d,S08000020,Lung,,50,,42,
2021Q1,S92000003,d,S08000020,Lymphoma,,10,,10,
2021Q1,S92000003,d,S08000020,Melanoma,,8,,8,
2021Q1,S92000003,d,S08000020,Ovarian,,8,,6,
2021Q1,S92000003,d,S08000020,Upper GI,,39,,37,
2021Q1,S92000003,d,S08000020,Urological,,77,,38,
2021Q1,S92000003,d,S08000022,Breast,,47,,44,
2021Q1,S92000003,d,S08000022,Colorectal,,37,,24,
2021Q1,S92000003,d,S08000022,Head & Neck,,7,,5,
2021Q1,S92000003,d,S08000022,Lung,,32,,32,
2021Q1,S92000003,d,S08000022,Lymphoma,,10,,9,
2021Q1,S92000003,d,S08000022,Melanoma,,8,,7,
2021Q1,S92000003,d,S08000022,Ovarian,,5,,5,
2021Q1,S92000003,d,S08000022,Upper GI,,30,,22,
2021Q1,S92000003,d,S08000022,Urological,,50,,16,
2021Q1,S92000003,d,S08000024,Breast,,173,,171,
2021Q1,S92000003,d,S08000024,Cervical,,10,,6,
2021Q1,S92000003,d,S08000024,Colorectal,,92,,79,
2021Q1,S92000003,d,S08000024,Head & Neck,,37,,34,
2021Q1,S92000003,d,S08000024,Lung,,49,,41,
2021Q1,S92000003,d,S08000024,Lymphoma,,10,,9,
2021Q1,S92000003,d,S08000024,Melanoma,,19,,17,
2021Q1,S92000003,d,S08000024,Ovarian,,6,,4,
2021Q1,S92000003,d,S08000024,Upper GI,,85,,78,
2021Q1,S92000003,d,S08000024,Urological,,133,,69,
2021Q1,S92000003,d,S08000025,Colorectal,,2,,2,
2021Q1,S92000003,d,S08000025,Upper GI,,3,,3,
2021Q1,S92000003,d,S08000025,Urological,,1,,0,
2021Q1,S92000003,d,S08000026,Breast,,2,,2,
2021Q1,S92000003,d,S08000026,Colorectal,,1,,1,
2021Q1,S92000003,d,S08000026,Upper GI,,1,,1,
2021Q1,S92000003,d,S08000026,Urological,,2,,2,
2021Q1,S92000003,d,S08000028,Lung,,3,,3,
2021Q1,S92000003,d,S08000028,Urological,,2,,1,
2021Q1,S92000003,d,S08000029,Breast,,49,,40,
2021Q1,S92000003,d,S08000029,Cervical,,1,,0,
2021Q1,S92000003,d,S08000029,Colorectal,,37,,36,
2021Q1,S92000003,d,S08000029,Head & Neck,,4,,4,
2021Q1,S92000003,d,S08000029,Lung,,23,,21,
2021Q1,S92000003,d,S08000029,Lymphoma,,4,,3,
2021Q1,S92000003,d,S08000029,Melanoma,,9,,7,
2021Q1,S92000003,d,S08000029,Ovarian,,2,,2,
2021Q1,S92000003,d,S08000029,Upper GI,,8,,6,
2021Q1,S92000003,d,S08000029,Urological,,27,,24,
2021Q1,S92000003,d,S08000030,Breast,,55,,54,
2021Q1,S92000003,d,S08000030,Cervical,,1,,1,
2021Q1,S92000003,d,S08000030,Colorectal,,24,,23,
2021Q1,S92000003,d,S08000030,Head & Neck,,2,,1,
2021Q1,S92000003,d,S08000030,Lung,,56,,53,
2021Q1,S92000003,d,S08000030,Melanoma,,5,,4,
2021Q1,S92000003,d,S08000030,Ovarian,,1,,1,
2021Q1,S92000003,d,S08000030,Upper GI,,24,,23,
2021Q1,S92000003,d,S08000030,Urological,,25,,21,
2021Q1,S92000003,d,S08000031,Breast,,254,,250,
2021Q1,S92000003,d,S08000031,Cervical,,21,,16,
2021Q1,S92000003,d,S08000031,Colorectal,,142,,104,
2021Q1,S92000003,d,S08000031,Head & Neck,,62,,52,
2021Q1,S92000003,d,S08000031,Lung,,173,,154,
2021Q1,S92000003,d,S08000031,Lymphoma,,26,,23,
2021Q1,S92000003,d,S08000031,Melanoma,,46,,46,
2021Q1,S92000003,d,S08000031,Ovarian,,28,,23,
2021Q1,S92000003,d,S08000031,Upper GI,,119,,83,
2021Q1,S92000003,d,S08000031,Urological,,202,,115,
2021Q1,S92000003,d,S08000032,Breast,,103,,98,
2021Q1,S92000003,d,S08000032,Cervical,,2,,2,
2021Q1,S92000003,d,S08000032,Colorectal,,54,,49,
2021Q1,S92000003,d,S08000032,Head & Neck,,16,,15,
2021Q1,S92000003,d,S08000032,Lung,,33,,33,
2021Q1,S92000003,d,S08000032,Lymphoma,,12,,12,
2021Q1,S92000003,d,S08000032,Melanoma,,28,,28,
2021Q1,S92000003,d,S08000032,Ovarian,,4,,4,
